Feature,Importance
cat__Connection_Date_2023-12-27 00:00:00,7.333661121290747e-10
cat__Developer_Siemens,7.251539001519122e-10
cat__Developer_Ameresco,7.219121432938686e-10
cat__City_ROME,7.162423227595193e-10
"cat__Developer_Delaware River Solar, LLC",7.102989509413198e-10
cat__Connection_Date_2023-07-21 00:00:00,7.09368061172007e-10
cat__Developer_BQ Energy,7.042234812030566e-10
cat__Connection_Date_2023-07-03 00:00:00,7.040708395876462e-10
cat__Substation_Stony Point,6.972654269989357e-10
cat__City_CALEDONIA,6.961795619785036e-10
cat__Connection_Date_2021-01-14 00:00:00,6.958560629444082e-10
cat__Substation_9AU,6.930920342585932e-10
cat__City_BRONX,6.749214111612417e-10
cat__Circuit_ID_36_39_34258,6.682994762486583e-10
cat__Connection_Date_2023-09-01 00:00:00,6.671484436359698e-10
cat__City_Smithtown,6.580964363127196e-10
cat__Developer_Will Jurith (Standard Solar),6.570676324133895e-10
cat__Circuit_ID_0124RO5127,6.45211092853479e-10
cat__Substation_NYS-MONTOUR FALLS 512,6.450517802690094e-10
cat__Circuit_ID_7041,6.441710873552255e-10
cat__Connection_Date_2021-06-17 00:00:00,6.404527587461459e-10
cat__Circuit_ID_2403885,6.350782515253238e-10
cat__Developer_Solar City (Solar City),6.323628792640554e-10
cat__City_Newfield,6.308103081701907e-10
cat__Developer_Centrica,6.246568613303833e-10
cat__Developer_OnForce Solar Inc,6.197114858456258e-10
cat__City_Wappingrs Fls,6.091461156180982e-10
cat__City_Torrey,6.080497282359441e-10
cat__Circuit_ID_33R02,6.076406259283521e-10
cat__Substation_Silver Lake,6.063511082760885e-10
cat__Substation_Corona_2,6.00659928175663e-10
cat__Developer_Greenskies Renewable Energy LLC,5.987843866670834e-10
cat__Circuit_ID_5R29,5.961007819916776e-10
cat__City_Hyde Pk,5.912821952123949e-10
cat__Substation_Spackenkill,5.899781135482355e-10
cat__Circuit_ID_6U622,5.838029042849815e-10
cat__Circuit_ID_13-9-13,5.827320718429699e-10
cat__Developer_Steel Sun LLC,5.813431738462467e-10
cat__Circuit_ID_36_08_6355,5.804626752889688e-10
cat__Connection_Date_2020-01-24 00:00:00,5.694387248125003e-10
cat__Connection_Date_2019-12-23 00:00:00,5.674673611937908e-10
cat__Circuit_ID_16W53,5.62572695682459e-10
cat__Division_006 - Albion/Medina,5.583710324876406e-10
cat__Circuit_ID_69U2,5.577707626669341e-10
cat__Substation_Hartley Road,5.555601448044862e-10
cat__City_Penfield,5.548125035477463e-10
cat__Connection_Date_2020-09-01 00:00:00,5.527714857292824e-10
cat__Circuit_ID_HOMER HILL-NILE #811,5.4683895343633e-10
cat__Connection_Date_2017-09-28 00:00:00,5.411668746371047e-10
cat__City_SCOTIA,5.362671140958391e-10
cat__Substation_NYS-DRYDEN TAP 524,5.321623098581543e-10
cat__Connection_Date_2017-06-19 00:00:00,5.235461408114788e-10
cat__Developer_Nexamp Interconnections (Nexamp),5.192735029797677e-10
cat__Developer_Entersolar,5.160767730863134e-10
cat__Circuit_ID_59U1,5.12580982385719e-10
cat__City_ALBANY,5.099124649431404e-10
cat__Circuit_ID_8WF1H2,5.091838155073517e-10
cat__Circuit_ID_3071,5.082760193131886e-10
cat__Circuit_ID_36_32_13853,5.048678372859399e-10
cat__Connection_Date_2021-07-21 00:00:00,5.035541652262155e-10
cat__Connection_Date_2022-11-04 00:00:00,5.007416155492545e-10
cat__Developer_Sunation Solar Systems,4.983206081922258e-10
cat__Circuit_ID_7S8H1,4.938572544803342e-10
cat__Division_CENY-BK,4.907071584545434e-10
cat__Connection_Date_2018-01-11 00:00:00,4.88656922413639e-10
cat__City_Gainesville,4.791789678311627e-10
"cat__Developer_Tesla Energy Operations, Inc.",4.783621241248237e-10
cat__Substation_Bensonhurst_1,4.74164435877355e-10
cat__Connection_Date_2021-04-13 00:00:00,4.722704593390606e-10
cat__Connection_Date_2013-11-30 00:00:00,4.707593190285324e-10
cat__City_Flushing,4.699671862655655e-10
cat__City_LACKAWANNA,4.648748867401156e-10
"cat__Developer_CES Danbury Solar, LLC",4.6480670060079814e-10
cat__Substation_NYS-RUSHVILLE 202,4.5933820006311914e-10
cat__Connection_Date_2014-01-01 00:00:00,4.551408117915894e-10
cat__Developer_Xzerta Energy Group LLC,4.511679625682145e-10
cat__City_Mount Kisco,4.5045063789002386e-10
cat__Connection_Date_2012-04-11 00:00:00,4.5016773417130425e-10
cat__Circuit_ID_33R06,4.499041216714781e-10
cat__Circuit_ID_113-8-13,4.460438929830226e-10
cat__Circuit_ID_9E937,4.454206386261063e-10
cat__City_Bethpage,4.444922176968793e-10
cat__Connection_Date_2017-12-07 00:00:00,4.4060384431134916e-10
cat__City_CLIFTON PARK,4.403116465549903e-10
cat__City_Kingston,4.395414927394325e-10
cat__Connection_Date_2017-07-21 00:00:00,4.34927691201598e-10
cat__Connection_Date_2016-07-12 00:00:00,4.288688386297312e-10
cat__Connection_Date_2023-06-20 00:00:00,4.2612408277434077e-10
cat__City_Williamson,4.251345447784104e-10
cat__Circuit_ID_4055,4.192204938391254e-10
"cat__Developer_New York Light Energy, LLC",4.1825069090170266e-10
cat__Substation_Honk Falls,4.1571503437890895e-10
cat__Connection_Date_2020-01-17 00:00:00,4.134060067676291e-10
cat__Circuit_ID_11W21,4.1206648652517713e-10
cat__Circuit_ID_SUNY Cortland to Cortland 2,4.087889731444082e-10
cat__Substation_0179GV1221-RTE 19 N,4.0618195259994436e-10
cat__Connection_Date_2019-12-17 00:00:00,4.044439135202647e-10
cat__City_STEAMBURG,4.0134522388630273e-10
cat__Developer_Suncommon,3.9573328023561544e-10
cat__City_Tusten,3.952319012679858e-10
cat__Substation_8G,3.940255893803823e-10
cat__Developer_LightHouse Solar,3.905322301724e-10
cat__Connection_Date_2014-06-24 00:00:00,3.7750442912415995e-10
cat__City_Goshen,3.7305773398011716e-10
cat__Circuit_ID_2402182,3.69505329605307e-10
cat__Connection_Date_2016-10-03 00:00:00,3.6826192277813375e-10
cat__Connection_Date_2022-11-01 00:00:00,3.66713089689471e-10
cat__Circuit_ID_BSB NWK,3.6149469166395705e-10
cat__Connection_Date_2018-09-06 00:00:00,3.613749336386899e-10
cat__City_Monroe,3.5853212539156834e-10
"cat__Developer_Scott Kerner (Green Street Power Partners, LLC)",3.559637358781185e-10
cat__Circuit_ID_54-4-13,3.5525445946313177e-10
cat__Developer_SUNation Solar Systems,3.544045655459485e-10
cat__City_Ronkonkoma,3.502272713318709e-10
cat__Circuit_ID_SPENCERS CORNERS-MALONE #26,3.48522205897876e-10
cat__Developer_EmPower  Solar,3.450381820373272e-10
cat__County_Kings,3.438810614264824e-10
cat__Substation_7ZM,3.433498081132915e-10
cat__Substation_ROTTERDAM 138,3.4303902883111496e-10
cat__Substation_6K,3.4255200065122657e-10
cat__Connection_Date_2013-04-17 00:00:00,3.4026784335262516e-10
cat__Division_007 - Angola,3.393167798299662e-10
cat__Substation_NYS-CANADA RD 562,3.35232899597931e-10
"cat__Developer_Theresa Baker (Distributed Solar Development, LLC)",3.323398614920597e-10
cat__City_Selden,3.313278846467353e-10
cat__Substation_PROSPECT HILL 413,3.307886435200816e-10
cat__Circuit_ID_8W94,3.299611070099771e-10
cat__Division_027 - Malone,3.281369482526998e-10
cat__Connection_Date_2014-02-15 00:00:00,3.276780669497805e-10
cat__Connection_Date_2015-04-11 00:00:00,3.271102104697073e-10
cat__Connection_Date_2020-04-08 00:00:00,3.243594905173278e-10
cat__Substation_Staatsburg,3.241471149913126e-10
cat__Circuit_ID_6046,3.237304853735451e-10
cat__Circuit_ID_GOLAH-N LAKEVILLE #217,3.1757147787523444e-10
cat__Developer_Ameresco Inc.,3.138721911804396e-10
cat__Circuit_ID_8E828,3.1212140729102835e-10
cat__Circuit_ID_0113RO5228,3.118612677895047e-10
cat__Substation_NYS-CHEMUNG 318,3.114720547464124e-10
cat__Circuit_ID_36_06_7252,3.109921426361438e-10
cat__Developer_Big Shine Energy,3.106021064506877e-10
cat__County_Cortland,3.091856133325349e-10
cat__Substation_NILES 294,3.0908180928985627e-10
cat__Division_039 - Saratoga,3.0900311799642593e-10
cat__City_Bay Shore,3.080387671938839e-10
cat__City_Ontario,3.061807170623263e-10
cat__Connection_Date_2020-04-23 00:00:00,3.059542467765859e-10
cat__City_GLOVERSVILLE,3.048663027081586e-10
cat__Connection_Date_2021-07-20 00:00:00,3.047195743329886e-10
cat__City_OGDENSBURG,3.0330023773789875e-10
cat__Substation_Grasslands,3.0289970567183267e-10
cat__Circuit_ID_MARYKL2,2.9986599299629643e-10
cat__Developer_SolarCity,2.990879804754165e-10
cat__Developer_Sam Youneszadeh (Dimension NY 1 LLC),2.9804295371729683e-10
cat__Substation_E. GOLAH 51,2.979023120827727e-10
cat__Connection_Date_2021-12-10 00:00:00,2.9781038154780265e-10
cat__County_Ontario,2.939240679161698e-10
cat__Substation_Millwood_West,2.937633239042761e-10
cat__Substation_5R,2.9059133457025597e-10
cat__Substation_8A,2.893868542146859e-10
cat__City_Farmingdale,2.890668317429853e-10
cat__Connection_Date_2015-11-23 00:00:00,2.8716447216713817e-10
cat__Connection_Date_2016-03-08 00:00:00,2.8553646619785953e-10
cat__Circuit_ID_1107239,2.855241361720055e-10
cat__Substation_West Nyack,2.85127784055071e-10
cat__Developer_Green Street Solar Power,2.848797258529019e-10
cat__Substation_Maybrook,2.8372496658711043e-10
cat__Developer_Pfister Energy Inc.,2.810646922849964e-10
cat__Division_003 - Niagara Falls,2.809669018468813e-10
cat__Connection_Date_2021-12-23 00:00:00,2.791709855608719e-10
cat__Circuit_ID_36_07_9353,2.761318031840625e-10
cat__City_BROOKLYN,2.7276428527212956e-10
cat__Circuit_ID_BRH NWK,2.7144709232079096e-10
cat__Circuit_ID_0125CF5134,2.713018590698831e-10
cat__Connection_Date_2022-05-02 00:00:00,2.711799420310965e-10
cat__Connection_Date_2021-07-08 00:00:00,2.6914610562564614e-10
cat__City_FULTON,2.67107522638075e-10
cat__Developer_Green Logic Energy,2.6582892880377027e-10
cat__Substation_SUBT 28,2.641298346663212e-10
cat__City_Centereach,2.635598628184401e-10
cat__Developer_Sunrise Power Solutions,2.582382895938075e-10
cat__City_Bellmore,2.574149388932284e-10
cat__City_Deer Park,2.56443984753652e-10
cat__Connection_Date_2018-12-21 00:00:00,2.5118855946134157e-10
cat__Substation_NYS-GREENIDGE 596,2.498545613115996e-10
cat__City_SELKIRK,2.483272640633268e-10
cat__City_Valhalla,2.4826404014194273e-10
cat__Division_Brewster,2.4754394937046776e-10
cat__Developer_AES,2.468558916901862e-10
cat__Substation_WOODROW,2.4675605210363384e-10
cat__Connection_Date_2019-09-06 00:00:00,2.4670535074406714e-10
cat__City_Orangeburg,2.3806635271851183e-10
cat__Substation_BATTENKILL 342,2.379286357675403e-10
cat__Circuit_ID_4301403,2.372260015934287e-10
cat__City_East Yaphank,2.363453581300512e-10
cat__Connection_Date_2019-01-16 00:00:00,2.330897167941485e-10
cat__Circuit_ID_5202012,2.330676767850363e-10
cat__Developer_Dynamic Energy,2.3026258985063966e-10
cat__City_Plainview,2.2759839783952467e-10
cat__Circuit_ID_7W44,2.257782790655963e-10
cat__Substation_0230RO5162-1102 Atlantic AVE,2.2392287912734446e-10
cat__County_Washington,2.2367591640219914e-10
cat__Substation_Lincoln Park,2.1979596630491172e-10
cat__Substation_CLINTON 366,2.187751598394039e-10
cat__Connection_Date_2022-10-01 00:00:00,2.1685585055331467e-10
cat__Circuit_ID_8WF1H5,2.145619378069051e-10
cat__City_Ridgewood,2.1263455208414736e-10
cat__Circuit_ID_36_30_34452,2.111246980488835e-10
cat__Circuit_ID_6H2H7,2.1031431119964336e-10
cat__Substation_NYS-WEST GENEVA 602,2.052114075771307e-10
cat__City_Syosset,2.03869182430375e-10
cat__Circuit_ID_7UM655,2.033593161582607e-10
cat__City_CORTLAND,2.030069670559121e-10
cat__Connection_Date_2023-10-05 00:00:00,2.0269690362886084e-10
cat__Connection_Date_2016-03-25 00:00:00,2.0156803816702265e-10
cat__Developer_G&S Operations LLC,2.0120059826933289e-10
cat__City_Brentwood,2.0087993259057754e-10
cat__Circuit_ID_1R38,1.9881612923983052e-10
cat__City_ADAMS,1.9726113972063434e-10
cat__City_Laurens,1.9167067510322429e-10
cat__Substation_NYS-LUXTON LAKE 182,1.8753563442572968e-10
cat__City_Ogden,1.8722354433537744e-10
cat__Developer_Sunrise SOlar Solutions LLC,1.862868483400147e-10
cat__City_ALBION,1.8548414227954986e-10
cat__Connection_Date_2021-04-07 00:00:00,1.8389138093706855e-10
cat__Substation_Washington_St,1.8264160203606092e-10
cat__City_Maspeth,1.8247661812829708e-10
cat__Developer_Sunrise Electric,1.7701051178920192e-10
"cat__Developer_Solar Generation Projects, LLC",1.7664542778552502e-10
cat__Circuit_ID_4303601,1.7215021157742733e-10
cat__Substation_N. BOMBAY 866,1.7172579461648802e-10
cat__Circuit_ID_8A713,1.6962562900774227e-10
cat__Connection_Date_2023-10-30 00:00:00,1.6923632546107556e-10
cat__Developer_Solar Liberty Energy Services,1.689391944834935e-10
cat__Circuit_ID_6L967,1.6875407587082338e-10
cat__Division_022 - Carthage,1.671582377721738e-10
cat__Substation_Mohansic,1.6448227862907542e-10
cat__Circuit_ID_36_32_36051,1.639003080589036e-10
cat__Substation_INGHAMS 20,1.6377764945066352e-10
cat__Circuit_ID_2403659,1.6372175752696415e-10
cat__Substation_Orangeburg,1.6178276482863578e-10
cat__Circuit_ID_7DM793,1.6177957576142774e-10
cat__Circuit_ID_0230RO5162,1.6155076736444054e-10
cat__Circuit_ID_8E824,1.612220275031411e-10
cat__Developer_Sean McCleneghen (Active Solar Development),1.6060383000736826e-10
cat__Division_029 - Gouvernur,1.584442693933221e-10
cat__Circuit_ID_36_35_33554,1.5638169038635436e-10
cat__Connection_Date_2016-02-09 00:00:00,1.5628500790052835e-10
cat__Circuit_ID_36_38_45352,1.5462595492818362e-10
cat__Developer_Dynamic Energy USA,1.5256895153678264e-10
cat__Circuit_ID_36_32_34558,1.51816810153319e-10
cat__City_GLENMONT,1.5069397881047452e-10
cat__Circuit_ID_7EM821,1.5061200296318181e-10
cat__Connection_Date_2016-03-09 00:00:00,1.5020063022895604e-10
cat__City_Wawarsing,1.487185124958537e-10
cat__Circuit_ID_33R35,1.4781725259078374e-10
cat__Connection_Date_2022-11-28 00:00:00,1.4684414235818237e-10
cat__City_Hannacroix,1.466054904692358e-10
cat__Connection_Date_2016-11-01 00:00:00,1.4560245817170582e-10
cat__Developer_NEXTera Energy Resources,1.4511070648489295e-10
cat__Circuit_ID_8JR959,1.435180826559267e-10
cat__Substation_Westtown,1.4266172978482758e-10
cat__Connection_Date_2022-04-08 00:00:00,1.424883903409203e-10
cat__City_Woodbury,1.4195448034989674e-10
cat__Circuit_ID_17W43,1.404879711956043e-10
cat__Circuit_ID_36_29_98353,1.3854222307223892e-10
cat__Circuit_ID_2092,1.3836048949980819e-10
cat__Developer_Sustainable Energy Developments,1.3681020565038844e-10
cat__Division_Mechanicville,1.3566966219536148e-10
cat__Developer_Sunrise Energy Corp.,1.3345480671429267e-10
cat__Circuit_ID_8100102,1.313358704876493e-10
cat__Circuit_ID_2301358,1.3115479334174466e-10
cat__City_GREENWICH,1.3105728776457723e-10
cat__County_Orleans,1.3008925575637845e-10
cat__City_FORT PLAIN,1.2937829980061527e-10
cat__County_Montgomery,1.2821280996083682e-10
cat__Circuit_ID_7T9N2,1.2805083454083735e-10
cat__Developer_SOLARCITY CORP. (Solar City),1.2716068083963264e-10
"cat__Developer_Solar Liberty Energy Systems, Inc.",1.2361922425475444e-10
cat__Circuit_ID_36_12_33452,1.2303541057639364e-10
cat__Connection_Date_2019-12-19 00:00:00,1.2302811143819902e-10
cat__Connection_Date_2014-07-29 00:00:00,1.224717326769366e-10
cat__Connection_Date_2018-09-28 00:00:00,1.205974820337398e-10
cat__City_Medford,1.1922985178477867e-10
cat__City_Central Islip,1.191241897440857e-10
cat__Substation_NYS-TILLY FOSTER 439,1.1882390520802735e-10
cat__Developer_EnterSolar Engineering (EnterSolar),1.1699648572823564e-10
cat__County_Allegany,1.1682811463477846e-10
cat__City_Islip Terrace,1.1668040501999717e-10
cat__Connection_Date_2014-10-13 00:00:00,1.1636377553386069e-10
cat__Division_012 - Cortland,1.1499067612144792e-10
cat__Connection_Date_2023-11-30 00:00:00,1.1484988070886326e-10
cat__Substation_Brownsville_2,1.139071437103326e-10
cat__Division_035 - Gloversville,1.1386839520716698e-10
cat__City_CENTRAL SQUARE,1.1315251887416393e-10
cat__Developer_Austin Jarvis (Green Visions Solar LLC),1.1164988115639045e-10
cat__City_New Hampton,1.1147917282038908e-10
cat__City_Carmel,1.1118906253877071e-10
cat__City_Nesconset,1.1058872498532913e-10
cat__Substation_Deerpark,1.1016949657638594e-10
cat__Connection_Date_2015-04-10 00:00:00,1.0826163077400012e-10
cat__Connection_Date_2023-12-06 00:00:00,1.0658115085011175e-10
cat__Circuit_ID_1102,1.060758646877141e-10
cat__City_Houghton,1.0428142254798792e-10
cat__Developer_NYS Parks,1.0308480315931537e-10
cat__Developer_Nexamp Inc.,1.017394008018351e-10
cat__Connection_Date_2020-01-02 00:00:00,1.0141434955102112e-10
cat__City_SAINT JOHNSVILLE,1.013433074450166e-10
cat__City_West Babylon,1.0097743761811473e-10
cat__Circuit_ID_8373GV7705,1.0057439001374486e-10
cat__Connection_Date_2019-07-05 00:00:00,9.974615516307768e-11
cat__Division_031 - Troy,9.927388611795334e-11
cat__Circuit_ID_15-3-13,9.83390958915773e-11
cat__Circuit_ID_36_35_36653,9.679757712391002e-11
"cat__Developer_Map Energy Solutions, LLC",9.677680956423709e-11
cat__Division_005 - Avon,9.336627606512077e-11
cat__City_Victor,9.332970463654792e-11
cat__Substation_8M,9.261957911768897e-11
cat__Substation_NYS-CALLICOON 285,9.209623959787771e-11
cat__Substation_Ossining_West,9.200011463995551e-11
cat__Substation_SWEET HOME 224,9.1204801287543e-11
cat__Substation_N. GOVERNEUR 983,9.072451051618276e-11
cat__Circuit_ID_2307011,8.987276941338606e-11
cat__Circuit_ID_6K448,8.782820880728255e-11
cat__City_Minisink,8.76746244568716e-11
cat__Circuit_ID_6L4H5,8.704767363306741e-11
cat__Circuit_ID_5R394,8.641749827960375e-11
cat__Circuit_ID_19W23,8.596599256723497e-11
cat__Substation_8GX,8.483928612628808e-11
cat__Circuit_ID_6U603,8.449427149608283e-11
cat__Developer_YSG Solar LLC,8.304780412193008e-11
cat__Circuit_ID_PP NWK,8.197191095948701e-11
cat__Circuit_ID_13W90,8.151651322152983e-11
cat__Developer_O'Connell Electric,8.145348258497947e-11
cat__County_Oswego,8.138683198282203e-11
cat__Division_CENY-M,8.083343564939443e-11
cat__Connection_Date_2016-01-15 00:00:00,7.94448779099273e-11
cat__Substation_6J,7.940043572380548e-11
cat__Developer_Neil Libidinsky (Solar City),7.939286946880861e-11
cat__Substation_0070RO5237-1694 Manitou RD,7.930597500499403e-11
cat__City_WEST ISLIP,7.736796667949209e-11
cat__Connection_Date_2017-06-20 00:00:00,7.72689850171012e-11
cat__Connection_Date_2015-03-31 00:00:00,7.661241899562084e-11
cat__Substation_Union Ave,7.634811508836639e-11
cat__Connection_Date_2023-08-25 00:00:00,7.616711206427871e-11
"cat__Developer_Jason Kuflik (Green Street Power Partners, LLC)",7.58835934456425e-11
cat__Connection_Date_2023-08-01 00:00:00,7.473626470076452e-11
cat__Circuit_ID_36_35_04356,7.455112486740973e-11
cat__Developer_PureSky Energy,7.334274988769241e-11
cat__Substation_East Wallkill,7.317896534848864e-11
cat__City_Yorktown Heights,7.301852720485061e-11
"cat__City_Farmingville, NY",7.281712740260523e-11
cat__Connection_Date_2017-01-30 00:00:00,7.233784733735975e-11
cat__Circuit_ID_BFB NWK,7.162858148427512e-11
cat__Circuit_ID_8DR426,7.150515025039473e-11
cat__Substation_2M,7.113663916506608e-11
cat__Circuit_ID_6J1P1,6.975831194201487e-11
cat__Circuit_ID_5R15,6.964900805297695e-11
cat__Circuit_ID_8WF1H7,6.927218618527426e-11
"cat__Developer_Strata Solar, LLC",6.877449228408127e-11
cat__City_ANGOLA,6.77720748178452e-11
cat__Circuit_ID_6HL814,6.773374455965598e-11
cat__Connection_Date_2015-05-12 00:00:00,6.719106307889516e-11
cat__City_Huntington,6.71306670582603e-11
cat__Connection_Date_2017-08-25 00:00:00,6.661755369843812e-11
cat__City_Nanuet,6.64964448309528e-11
cat__Circuit_ID_5B24,6.626833770796239e-11
cat__Substation_Sherman_Creek,6.498178655784823e-11
cat__Developer_Standard Solar Inc.,6.422713646737207e-11
cat__Circuit_ID_5300468,6.332271646795658e-11
cat__Substation_Nanuet,6.304671342737508e-11
